,time,spline,prediction probe,prediction case,prediction cases across domain,target
343,0.011378112,12912.688,12912.688,12912.688,12912.688,13207.897
344,0.011379666,14658.054,14658.054,14658.054,14658.054,10605.562
345,0.01138129,15385.211,10818.102,11916.814,10267.08,15385.211
346,0.011382949,14086.881,14086.881,14086.881,14086.881,17089.13
347,0.01138459,11350.008,11350.008,11350.008,11350.008,13545.187
348,0.0113862,8165.406,10975.317,10488.076,9910.276,8165.406
349,0.011387759,5345.297,5345.297,5345.297,5345.297,7503.89
350,0.011389335,3063.88,3063.88,3063.88,3063.88,3436.437
351,0.011390948,1527.6401,2258.3003,678.08344,6062.3623,1527.6401
352,0.011392499,924.57434,924.57434,924.57434,924.57434,-433.3363
353,0.011393999,940.736,940.736,940.736,940.736,-2924.172
354,0.011395527,1264.9214,778.7695,1331.318,445.57513,1264.9214
355,0.011397089,1594.8901,1594.8901,1594.8901,1594.8901,-1798.3597
356,0.01139864,1553.6991,1553.6991,1553.6991,1553.6991,-6502.836
357,0.011400098,841.9996,1030.8707,1931.2762,-1625.6367,841.9996
358,0.011401518,-680.4797,-680.4797,-680.4797,-680.4797,5651.6323
359,0.011402987,-2879.273,-2879.273,-2879.273,-2879.273,475.3121
360,0.011404513,-5452.6797,-2727.7615,-6977.201,-1337.5554,-5452.6797
361,0.011406043,-7898.685,-7898.685,-7898.685,-7898.685,-9167.845
362,0.011407561,-9648.375,-9648.375,-9648.375,-9648.375,-9142.727
363,0.011409083,-10153.023,-9367.219,-9231.653,-4926.9478,-10153.023
364,0.011410624,-9046.258,-9046.258,-9046.258,-9046.258,-4730.024
365,0.011412176,-6914.39,-6914.39,-6914.39,-6914.39,-3605.8596
366,0.01141374,-4623.2656,-8984.18,-5815.44,-4177.8105,-4623.2656
367,0.011415297,-2846.2,-2846.2,-2846.2,-2846.2,-3153.4377
368,0.011416824,-1272.3779,-1272.3779,-1272.3779,-1272.3779,-4480.5312
369,0.011418341,667.10114,-878.8202,-3005.949,-2023.5167,667.10114
370,0.011419828,3224.5989,3224.5989,3224.5989,3224.5989,-3867.7031
371,0.011421283,5768.9556,5768.9556,5768.9556,5768.9556,6210.5073
372,0.011422801,7613.6562,4669.8784,4903.063,116.675476,7613.6562
373,0.011424415,7965.548,7965.548,7965.548,7965.548,-340.47696
374,0.011426059,6981.7744,6981.7744,6981.7744,6981.7744,-1837.2113
375,0.011427674,5324.9604,6333.4536,7265.4595,4526.6885,5324.9604
376,0.011429318,3560.393,3560.393,3560.393,3560.393,12124.866
377,0.011430936,2285.8025,2285.8025,2285.8025,2285.8025,9667.038
378,0.011432493,1974.1167,1739.2988,-2430.2092,4891.595,1974.1167
379,0.011434042,2720.1282,2720.1282,2720.1282,2720.1282,3237.5151
380,0.01143556,3492.4126,3492.4126,3492.4126,3492.4126,4995.8667
381,0.011437059,3078.4136,2617.5771,1180.5198,4541.053,3078.4136
382,0.011438629,553.5454,553.5454,553.5454,553.5454,2881.648
383,0.011440197,-3141.6736,-3141.6736,-3141.6736,-3141.6736,-2885.3674
384,0.011441751,-6569.8364,-3250.389,-2827.1929,-825.08136,-6569.8364
385,0.011443323,-8690.642,-8690.642,-8690.642,-8690.642,-3731.2893
386,0.011444921,-9539.939,-9539.939,-9539.939,-9539.939,-3758.5159
387,0.011446523,-9461.664,-9646.375,-7247.425,-6094.826,-9461.664
388,0.011448161,-8813.391,-8813.391,-8813.391,-8813.391,-8449.727
389,0.011449807,-7917.474,-7917.474,-7917.474,-7917.474,-11306.57
390,0.01145141,-7114.8745,-8393.749,-6705.935,-6535.8535,-7114.8745
391,0.011452932,-6515.9326,-6515.9326,-6515.9326,-6515.9326,-7243.453
392,0.011454409,-5509.3223,-5509.3223,-5509.3223,-5509.3223,-3263.172
393,0.011455876,-3379.3752,-6339.916,-1167.5024,-1793.2968,-3379.3752
394,0.011457364,245.81305,245.81305,245.81305,245.81305,-4383.75
395,0.011458885,4108.2324,4108.2324,4108.2324,4108.2324,-143.68788
396,0.011460433,6319.5776,3668.188,3830.6238,-1873.807,6319.5776
397,0.011461992,5562.6836,5562.6836,5562.6836,5562.6836,6739.132
398,0.011463566,3409.658,3409.658,3409.658,3409.658,7517.8975
399,0.011465162,2258.359,4975.352,2540.5813,-964.4786,2258.359
400,0.011466734,3808.7935,3808.7935,3808.7935,3808.7935,2414.9058
401,0.01146829,6614.2905,6614.2905,6614.2905,6614.2905,410.16367
402,0.011469889,8621.546,4974.5044,3256.3464,5032.107,8621.546
403,0.011471507,8094.4717,8094.4717,8094.4717,8094.4717,6006.945
404,0.011473094,5864.114,5864.114,5864.114,5864.114,5089.3823
405,0.011474612,3407.312,4813.091,4655.364,5070.121,3407.312
406,0.01147613,1605.7885,1605.7885,1605.7885,1605.7885,-361.81287
407,0.011477689,434.61087,434.61087,434.61087,434.61087,5810.8584
408,0.011479286,-320.35193,432.56665,-618.5033,2518.7756,-320.35193
409,0.011480928,-917.49896,-917.49896,-917.49896,-917.49896,-3707.8286
410,0.011482559,-1623.5529,-1623.5529,-1623.5529,-1623.5529,-1765.9299
411,0.011484146,-2697.2815,-1225.4309,-503.19806,2311.8164,-2697.2815
412,0.011485741,-4288.0854,-4288.0854,-4288.0854,-4288.0854,-1342.4847
413,0.011487339,-5933.0913,-5933.0913,-5933.0913,-5933.0913,-6036.86
414,0.011488914,-7009.1567,-5569.9717,-2437.0132,-2069.3628,-7009.1567
415,0.011490502,-7101.8086,-7101.8086,-7101.8086,-7101.8086,-8118.2344
416,0.01149206,-6384.855,-6384.855,-6384.855,-6384.855,-8691.609
417,0.011493557,-5224.485,-6395.26,-7733.8647,-5199.515,-5224.485
418,0.01149503,-3826.5154,-3826.5154,-3826.5154,-3826.5154,-552.23474
419,0.011496512,-2075.5627,-2075.5627,-2075.5627,-2075.5627,-336.93787
420,0.011498038,255.96053,-2091.4675,-6086.5605,-4268.1323,255.96053
421,0.011499609,3105.3909,3105.3909,3105.3909,3105.3909,4630.0933
422,0.011501198,5151.921,5151.921,5151.921,5151.921,4607.015
423,0.011502811,4710.359,4250.731,6606.5396,349.25095,4710.359
424,0.011504461,716.3442,716.3442,716.3442,716.3442,4565.781
425,0.011506112,-4462.6797,-4462.6797,-4462.6797,-4462.6797,-1407.3676
426,0.011507706,-7543.0625,-4785.6777,-369.99316,-3333.3362,-7543.0625
427,0.011509286,-6718.3154,-6718.3154,-6718.3154,-6718.3154,-7074.226
428,0.011510842,-3688.958,-3688.958,-3688.958,-3688.958,-5652.9536
429,0.011512356,-912.766,-8024.031,-5162.965,-2832.718,-912.766
430,0.011513862,52.315884,52.315884,52.315884,52.315884,1063.5153
431,0.011515389,-95.81918,-95.81918,-95.81918,-95.81918,1436.3354
432,0.01151697,-56.578506,29.857588,-3555.7876,-448.80237,-56.578506
433,0.011518484,1157.1067,1157.1067,1157.1067,1157.1067,2557.9136
434,0.011520014,3162.906,3162.906,3162.906,3162.906,8896.007
435,0.011521597,5267.687,2521.2224,-5274.2534,-667.12427,5267.687
436,0.011523175,6727.637,6727.637,6727.637,6727.637,7437.187
437,0.011524701,7453.434,7453.434,7453.434,7453.434,8413.538
438,0.011526246,7561.952,5844.221,2912.1855,4157.8086,7561.952
439,0.011527812,7207.6,7207.6,7207.6,7207.6,9482.172
440,0.01152938,7030.4956,7030.4956,7030.4956,7030.4956,10655.413
441,0.011530947,7794.8354,5136.0996,4021.7734,2844.8755,7794.8354
442,0.011532533,9808.251,9808.251,9808.251,9808.251,4935.859
443,0.011534131,11369.2705,11369.2705,11369.2705,11369.2705,6260.812
444,0.011535721,10229.397,8981.649,5291.43,7704.974,10229.397
445,0.011537325,5031.9175,5031.9175,5031.9175,5031.9175,2346.5151
446,0.01153898,-2046.8851,-2046.8851,-2046.8851,-2046.8851,-3341.258
447,0.011540609,-7205.922,-1467.808,-4747.848,1404.9384,-7205.922
448,0.011542217,-8072.683,-8072.683,-8072.683,-8072.683,-5181.11
449,0.011543811,-6168.01,-6168.01,-6168.01,-6168.01,-5615.938
450,0.011545412,-3814.9067,-9330.764,-3195.9321,-334.9712,-3814.9067
451,0.011547017,-2839.4587,-2839.4587,-2839.4587,-2839.4587,-7549.1016
452,0.011548596,-3011.927,-3011.927,-3011.927,-3011.927,-7396.3125
453,0.011550168,-3592.6099,-2720.7322,-5696.475,-3382.9307,-3592.6099
454,0.011551741,-3927.0369,-3927.0369,-3927.0369,-3927.0369,-3552.1877
455,0.011553274,-3565.2935,-3565.2935,-3565.2935,-3565.2935,-1154.2972
456,0.011554793,-2146.1487,-3098.8652,-4320.006,-7364.6934,-2146.1487
457,0.011556352,479.28635,479.28635,479.28635,479.28635,-7926.9062
458,0.011557956,3098.244,3098.244,3098.244,3098.244,-68.67226
459,0.011559611,3905.7258,2669.8052,4324.389,4038.0762,3905.7258
460,0.011561299,1618.9404,1618.9404,1618.9404,1618.9404,-5286.5864
461,0.011562981,-1733.2096,-1733.2096,-1733.2096,-1733.2096,-5242.4688
462,0.011564535,-3316.93,-1692.4652,-949.45807,-1763.453,-3316.93
463,0.01156604,-1961.7661,-1961.7661,-1961.7661,-1961.7661,-1576.391
464,0.011567589,1022.0862,1022.0862,1022.0862,1022.0862,320.8121
465,0.01156917,3506.109,2849.4817,-230.5965,-1094.7416,3506.109
466,0.011570795,3670.9827,3670.9827,3670.9827,3670.9827,11896.241
467,0.011572446,1919.1321,1919.1321,1919.1321,1919.1321,5102.812
468,0.011574125,-629.29724,2738.6555,1000.3477,-1804.5574,-629.29724
469,0.011575788,-2872.0684,-2872.0684,-2872.0684,-2872.0684,3200.0542
470,0.011577458,-4502.509,-4502.509,-4502.509,-4502.509,240.29646
471,0.011579128,-5349.0864,-4678.264,-2224.3796,-4044.5415,-5349.0864
472,0.011580813,-5269.9795,-5269.9795,-5269.9795,-5269.9795,-3447.2112
473,0.011582508,-4203.39,-4203.39,-4203.39,-4203.39,-633.31287
474,0.011584196,-2140.9302,-4884.8433,-7706.329,-4927.042,-2140.9302
475,0.011585861,750.89246,750.89246,750.89246,750.89246,3097.5073
476,0.011587459,3709.6565,3709.6565,3709.6565,3709.6565,3398.0776
477,0.011589048,6117.312,3216.2397,967.14624,1184.6184,6117.312
478,0.01159064,7421.5327,7421.5327,7421.5327,7421.5327,8370.999
479,0.011592241,7553.749,7553.749,7553.749,7553.749,8739.625
480,0.011593876,6539.2026,6063.93,7060.9,4087.524,6539.2026
481,0.011595544,4516.235,4516.235,4516.235,4516.235,4534.0073
482,0.011597207,2247.081,2247.081,2247.081,2247.081,2847.8745
483,0.011598781,658.1558,1711.9698,1941.2991,-370.8215,658.1558
484,0.011600263,199.04094,199.04094,199.04094,199.04094,1840.7574
485,0.011601754,697.5152,697.5152,697.5152,697.5152,3953.523
486,0.011603315,2032.1558,263.0413,-2411.2156,3605.1265,2032.1558
487,0.011604926,3995.8916,3995.8916,3995.8916,3995.8916,5761.476
488,0.011606552,6105.2314,6105.2314,6105.2314,6105.2314,5380.4917
489,0.011608196,7829.1475,4632.8125,3704.9968,3128.7974,7829.1475
490,0.0116099,8616.248,8616.248,8616.248,8616.248,6068.2886
491,0.011611551,7918.2764,7918.2764,7918.2764,7918.2764,5240.8276
492,0.011613105,5528.781,6961.1094,7967.705,7773.9204,5528.781
493,0.01161465,1486.9738,1486.9738,1486.9738,1486.9738,-1204.1566
494,0.011616226,-2718.9553,-2718.9553,-2718.9553,-2718.9553,-3368.8752
495,0.011617848,-4959.7817,-2020.2081,113.61008,396.70374,-4959.7817
496,0.011619459,-3657.3655,-3657.3655,-3657.3655,-3657.3655,-1769.516
497,0.011621052,-569.5379,-569.5379,-569.5379,-569.5379,195.32774
498,0.011622628,1886.4059,815.3853,-222.44862,-657.7175,1886.4059
499,0.011624188,2010.7098,2010.7098,2010.7098,2010.7098,-465.76602
500,0.011625766,395.61636,395.61636,395.61636,395.61636,256.3746
501,0.011627356,-1798.719,1752.1107,158.15816,5221.4604,-1798.719
502,0.011628975,-3514.8337,-3514.8337,-3514.8337,-3514.8337,1448.2965
503,0.011630655,-4198.86,-4198.86,-4198.86,-4198.86,126.62461
504,0.011632316,-3385.649,-4104.7676,-863.10175,-1401.6311,-3385.649
505,0.011633943,-1100.287,-1100.287,-1100.287,-1100.287,-2438.1877
506,0.011635602,1441.0647,1441.0647,1441.0647,1441.0647,5121.3433
507,0.011637269,2527.8901,1514.4812,804.6096,664.5303,2527.8901
508,0.011638802,1354.3715,1354.3715,1354.3715,1354.3715,4722.937
509,0.011640292,-283.37943,-283.37943,-283.37943,-283.37943,5460.484
510,0.011641794,-377.66443,1034.62,-2297.98,-109.996376,-377.66443
511,0.011643356,2517.6306,2517.6306,2517.6306,2517.6306,5043.4526
512,0.011644966,6543.778,6543.778,6543.778,6543.778,10781.687
513,0.011646573,8506.655,5012.532,3307.185,10007.047,8506.655
514,0.011648149,6345.8247,6345.8247,6345.8247,6345.8247,997.89026
515,0.01164973,1836.6859,1836.6859,1836.6859,1836.6859,-44.289448
516,0.011651314,-2341.774,-126.7569,-1832.9481,-706.31995,-2341.774
517,0.011652924,-4110.1646,-4110.1646,-4110.1646,-4110.1646,-1128.43
518,0.011654513,-3814.6147,-3814.6147,-3814.6147,-3814.6147,-5091.0547
519,0.011656054,-2560.633,-4519.659,-6553.1797,-2855.1978,-2560.633
520,0.011657608,-1209.4377,-1209.4377,-1209.4377,-1209.4377,-3652.5393
521,0.011659184,-331.76276,-331.76276,-331.76276,-331.76276,-1835.2346
522,0.011660734,-448.29727,-68.13346,3623.7852,2366.5105,-448.29727
523,0.011662289,-1751.2772,-1751.2772,-1751.2772,-1751.2772,-4769.094
524,0.011663864,-3329.8948,-3329.8948,-3329.8948,-3329.8948,-2608.4143
525,0.011665433,-3915.0627,-2871.5579,-3906.6868,1033.9918,-3915.0627
526,0.011667017,-2654.4753,-2654.4753,-2654.4753,-2654.4753,-3635.5
527,0.011668628,-303.00085,-303.00085,-303.00085,-303.00085,3289.437
528,0.011670214,1818.3823,85.799545,-822.533,-4311.2153,1818.3823
529,0.011671809,2876.7615,2876.7615,2876.7615,2876.7615,3511.976
530,0.01167343,3463.778,3463.778,3463.778,3463.778,5653.304
531,0.011675087,4602.8276,2913.6394,2242.8826,2007.8605,4602.8276
532,0.011676781,7030.184,7030.184,7030.184,7030.184,4295.1714
533,0.011678487,9812.876,9812.876,9812.876,9812.876,8264.148
534,0.011680185,11552.288,8012.678,6374.935,6712.019,11552.288
535,0.011681883,11323.793,11323.793,11323.793,11323.793,17299.068
536,0.011683579,9891.144,9891.144,9891.144,9891.144,11814.172
537,0.011685263,8445.413,9243.254,8736.815,7812.635,8445.413
538,0.011686943,7889.3823,7889.3823,7889.3823,7889.3823,10372.124
539,0.011688608,8133.585,8133.585,8133.585,8133.585,12147.702
540,0.011690278,8852.944,8448.704,3072.2012,6414.6772,8852.944
541,0.011691915,9625.107,9625.107,9625.107,9625.107,9188.602
542,0.011693473,9755.852,9755.852,9755.852,9755.852,10298.695
543,0.011695023,8596.086,7670.956,6973.114,6856.766,8596.086
544,0.011696587,5792.018,5792.018,5792.018,5792.018,3661.5696
545,0.011698189,2426.3435,2426.3435,2426.3435,2426.3435,921.8199
546,0.011699757,211.26523,1837.6687,-392.724,2730.6458,211.26523
547,0.011701309,62.476845,62.476845,62.476845,62.476845,444.8199
548,0.011702874,813.3246,813.3246,813.3246,813.3246,4342.7104
549,0.011704447,758.55426,163.1126,105.22921,1077.3193,758.55426
550,0.011706015,-1236.2493,-1236.2493,-1236.2493,-1236.2493,-4103.5625
551,0.011707613,-3982.623,-3982.623,-3982.623,-3982.623,-9114.727
552,0.011709189,-5526.5317,-3707.7344,-2467.4814,-2837.091,-5526.5317
553,0.011710755,-4565.1216,-4565.1216,-4565.1216,-4565.1216,-1471.4691
554,0.011712326,-1730.0508,-1730.0508,-1730.0508,-1730.0508,-583.43005
555,0.011713902,1864.7106,-213.32169,24.521748,-135.29158,1864.7106
556,0.011715459,5092.6807,5092.6807,5092.6807,5092.6807,2159.5073
557,0.011716991,7125.5947,7125.5947,7125.5947,7125.5947,3419.6558
558,0.011718558,7232.5615,5952.7715,3996.6497,8326.941,7232.5615
559,0.011720189,4763.7446,4763.7446,4763.7446,4763.7446,6141.3667
560,0.011721867,678.2839,678.2839,678.2839,678.2839,416.70273
561,0.011723476,-3169.8127,607.08057,-1960.1829,2615.9048,-3169.8127
562,0.011725057,-5723.523,-5723.523,-5723.523,-5723.523,-4362.8203
563,0.011726676,-7140.532,-7140.532,-7140.532,-7140.532,-5290.3906
564,0.011728331,-7732.274,-7731.1196,-7428.634,-2347.8582,-7732.274
565,0.011729961,-7744.976,-7744.976,-7744.976,-7744.976,-6607.5
566,0.011731564,-7010.0557,-7010.0557,-7010.0557,-7010.0557,-8551.844
567,0.011733178,-5208.9844,-6972.8594,-5134.4766,-1718.5284,-5208.9844
568,0.011734792,-2221.603,-2221.603,-2221.603,-2221.603,-5422.633
569,0.011736347,1182.2037,1182.2037,1182.2037,1182.2037,665.70276
570,0.011737866,4283.7886,1669.2634,3178.3794,3851.6123,4283.7886
571,0.011739401,6587.8687,6587.8687,6587.8687,6587.8687,9581.202
572,0.011741001,7906.37,7906.37,7906.37,7906.37,6687.2573
573,0.011742623,8025.546,6727.088,6487.132,5711.4385,8025.546
574,0.011744272,6971.3867,6971.3867,6971.3867,6971.3867,6690.406
575,0.011745952,5485.9614,5485.9614,5485.9614,5485.9614,5216.406
576,0.011747628,4589.648,4889.801,2645.5564,6446.217,4589.648
577,0.011749295,4894.763,4894.763,4894.763,4894.763,6821.812
578,0.011750877,5476.719,5476.719,5476.719,5476.719,8921.843
579,0.011752426,5253.3433,4977.309,3003.275,1717.0107,5253.3433
580,0.011753955,3573.2195,3573.2195,3573.2195,3573.2195,5049.8276
581,0.011755523,976.12836,976.12836,976.12836,976.12836,713.56995
582,0.011757174,-1631.9924,808.87384,1339.0765,75.717255,-1631.9924
583,0.011758815,-3273.9504,-3273.9504,-3273.9504,-3273.9504,-1691.2347
584,0.011760465,-4359.994,-4359.994,-4359.994,-4359.994,622.1949
585,0.011762099,-5567.3677,-4705.4556,-5204.64,-6036.7153,-5567.3677
586,0.011763728,-7165.6416,-7165.6416,-7165.6416,-7165.6416,-8497.25
587,0.011765369,-7741.415,-7741.415,-7741.415,-7741.415,-7930.7505
588,0.011767,-5439.2344,-7186.539,-5262.5015,-9527.576,-5439.2344
589,0.011768581,354.72287,354.72287,354.72287,354.72287,-3321.8206
590,0.011770101,6558.6846,6558.6846,6558.6846,6558.6846,1672.4995
591,0.011771606,9953.249,5668.9097,4210.3076,1389.8165,9953.249
592,0.01177313,8342.887,8342.887,8342.887,8342.887,5507.32
593,0.011774689,3661.21,3661.21,3661.21,3661.21,1238.6011
594,0.011776295,-758.36755,5515.465,855.7829,-781.7445,-758.36755
595,0.011777896,-1961.6335,-1961.6335,-1961.6335,-1961.6335,1240.7028
596,0.011779489,-809.1254,-809.1254,-809.1254,-809.1254,3327.5151
597,0.011781103,981.3433,-1373.0829,-3009.67,-3260.1567,981.3433
598,0.011782739,1954.8433,1954.8433,1954.8433,1954.8433,2486.898
599,0.011784387,1957.7186,1957.7186,1957.7186,1957.7186,1073.5934
600,0.01178601,1220.8824,1549.4731,3003.0083,40.617233,1220.8824
601,0.011787606,-28.348915,-28.348915,-28.348915,-28.348915,-3187.055
602,0.011789178,-1661.2384,-1661.2384,-1661.2384,-1661.2384,-4774.149
603,0.011790743,-3599.258,-1242.408,-1259.3257,2954.1274,-3599.258
604,0.011792326,-5709.1597,-5709.1597,-5709.1597,-5709.1597,-7839.547
605,0.011793929,-7490.7803,-7490.7803,-7490.7803,-7490.7803,-8515.203
606,0.01179547,-8309.398,-7400.297,-5427.979,-5815.933,-8309.398
607,0.011796987,-7880.0825,-7880.0825,-7880.0825,-7880.0825,-9386.891
608,0.011798502,-6452.072,-6452.072,-6452.072,-6452.072,-4384.117
609,0.011800001,-4420.93,-7464.3604,-7671.0845,-4970.4067,-4420.93
610,0.011801482,-2118.9526,-2118.9526,-2118.9526,-2118.9526,-623.11755
611,0.011803004,421.61935,421.61935,421.61935,421.61935,-2429.0083
612,0.011804595,3174.562,1142.0874,-5747.3354,189.21227,3174.562
613,0.011806188,5805.763,5805.763,5805.763,5805.763,13072.749
614,0.011807742,7547.681,7547.681,7547.681,7547.681,11495.961
615,0.011809275,7677.2183,6256.5576,3468.09,2426.1375,7677.2183
616,0.011810808,5753.6333,5753.6333,5753.6333,5753.6333,6489.7026
617,0.01181236,2461.5415,2461.5415,2461.5415,2461.5415,2430.2495
618,0.011813967,-1239.1254,1894.92,3469.22,1037.3578,-1239.1254
619,0.011815543,-4119.932,-4119.932,-4119.932,-4119.932,1584.2339
620,0.011817075,-5586.271,-5586.271,-5586.271,-5586.271,2987.9448
621,0.011818603,-5225.969,-6272.2886,-6944.999,-4555.4805,-5225.969
622,0.011820161,-2907.044,-2907.044,-2907.044,-2907.044,-8526.164
623,0.011821754,-275.9107,-275.9107,-275.9107,-275.9107,-5871.703
624,0.011823291,373.2496,247.37553,1695.7302,-826.9353,373.2496
625,0.011824793,-2068.6694,-2068.6694,-2068.6694,-2068.6694,-2281.8833
626,0.011826301,-5893.239,-5893.239,-5893.239,-5893.239,-7268.9844
627,0.01182785,-8704.398,-5636.551,1840.3868,-3009.1602,-8704.398
628,0.011829434,-8497.842,-8497.842,-8497.842,-8497.842,-5741.8125
629,0.011831015,-6425.1167,-6425.1167,-6425.1167,-6425.1167,-2344.9534
630,0.011832582,-4530.821,-8412.492,-4227.6987,-4021.081,-4530.821
631,0.011834124,-4231.3564,-4231.3564,-4231.3564,-4231.3564,-9527.875
632,0.011835648,-4780.3423,-4780.3423,-4780.3423,-4780.3423,-8181.6875
633,0.011837191,-4981.914,-4653.093,-4152.525,-5362.2856,-4981.914
634,0.011838776,-3869.832,-3869.832,-3869.832,-3869.832,-3250.1409
635,0.01184039,-1716.5613,-1716.5613,-1716.5613,-1716.5613,-1461.5785
636,0.011841996,758.2574,-1635.9098,-2055.6343,-2401.4385,758.2574
637,0.011843584,2872.9043,2872.9043,2872.9043,2872.9043,1854.9917
638,0.011845173,4083.1423,4083.1423,4083.1423,4083.1423,2450.7026
639,0.011846731,3856.078,3452.4746,3771.2952,1682.8595,3856.078
640,0.011848257,2054.2712,2054.2712,2054.2712,2054.2712,4351.031
641,0.01184978,-379.9043,-379.9043,-379.9043,-379.9043,2042.9059
642,0.011851341,-2274.7114,-179.37457,-1868.8232,2144.5815,-2274.7114
643,0.01185295,-2621.3953,-2621.3953,-2621.3953,-2621.3953,-964.0316
644,0.011854549,-1872.2174,-1872.2174,-1872.2174,-1872.2174,1809.4995
645,0.011856108,-944.805,-2116.0608,-2533.1553,188.06607,-944.805
646,0.011857632,-569.1944,-569.1944,-569.1944,-569.1944,1025.4761
647,0.011859115,-1065.1315,-1065.1315,-1065.1315,-1065.1315,-638.641
648,0.011860586,-2661.844,-422.1939,-3087.1658,-2047.3988,-2661.844
649,0.011862034,-5264.0454,-5264.0454,-5264.0454,-5264.0454,905.0231
650,0.011863472,-7634.1626,-7634.1626,-7634.1626,-7634.1626,-1409.0316
651,0.011864943,-8262.609,-7242.612,-10040.227,-4305.579,-8262.609
652,0.011866476,-5882.0728,-5882.0728,-5882.0728,-5882.0728,-6580.461
653,0.011868036,-1639.9504,-1639.9504,-1639.9504,-1639.9504,2200.4136
654,0.011869594,2413.2026,-1186.5347,-2957.992,-864.98114,2413.2026
655,0.011871118,4670.6577,4670.6577,4670.6577,4670.6577,90.702736
656,0.011872607,5407.366,5407.366,5407.366,5407.366,1197.523
657,0.01187411,5249.3354,4753.322,5252.492,3645.8018,5249.3354
658,0.011875657,4630.2266,4630.2266,4630.2266,4630.2266,3077.1948
659,0.01187723,3585.8235,3585.8235,3585.8235,3585.8235,1520.2339
660,0.011878824,2047.9292,2780.2126,4730.5767,397.75064,2047.9292
661,0.011880405,143.9604,143.9604,143.9604,143.9604,1091.898
662,0.011881912,-1379.585,-1379.585,-1379.585,-1379.585,-698.62537
663,0.011883369,-1875.3599,-952.1367,-1230.9402,-2508.6462,-1875.3599
664,0.011884828,-944.8885,-944.8885,-944.8885,-944.8885,-2964.8909
665,0.011886328,1081.0516,1081.0516,1081.0516,1081.0516,-1233.6488
666,0.0118878,3488.7495,1303.1754,-1420.3755,1931.5397,3488.7495
667,0.011889268,5821.679,5821.679,5821.679,5821.679,3845.312
668,0.011890735,8188.1045,8188.1045,8188.1045,8188.1045,7039.538
669,0.011892242,10916.366,6702.1465,1419.6332,5938.8213,10916.366
670,0.011893796,14107.701,14107.701,14107.701,14107.701,7999.0854
671,0.011895392,16939.08,16939.08,16939.08,16939.08,11212.155
672,0.011896942,18214.42,11697.442,8432.523,7257.0723,18214.42
673,0.011898485,17288.61,17288.61,17288.61,17288.61,16640.795
674,0.011900049,14445.066,14445.066,14445.066,14445.066,13598.874
675,0.011901598,10335.741,12075.778,13440.797,7693.2505,10335.741
676,0.011903181,5445.8525,5445.8525,5445.8525,5445.8525,7694.0464
677,0.011904825,407.9821,407.9821,407.9821,407.9821,211.17929
678,0.011906439,-3694.922,409.17416,-6494.2646,583.1419,-3694.922
679,0.011907996,-6282.282,-6282.282,-6282.282,-6282.282,-385.90662
680,0.011909528,-7643.2666,-7643.2666,-7643.2666,-7643.2666,-6389.242
681,0.011911084,-8128.2266,-8585.689,-6164.234,-5541.328,-8128.2266
682,0.01191269,-8102.694,-8102.694,-8102.694,-8102.694,-12463.219
683,0.011914219,-8325.146,-8325.146,-8325.146,-8325.146,-14362.086
