,time,spline,prediction probe,prediction case,prediction cases across domain,target
684,0.011915707,-9537.219,-7483.384,-6037.3804,-10056.267,-9537.219
685,0.011917199,-12226.472,-12226.472,-12226.472,-12226.472,-11324.711
686,0.011918722,-15952.977,-15952.977,-15952.977,-15952.977,-15293.788
687,0.011920219,-19794.625,-12841.306,-14200.346,-11076.865,-19794.625
688,0.011921708,-23052.625,-23052.625,-23052.625,-23052.625,-20235.281
689,0.011923237,-25193.59,-25193.59,-25193.59,-25193.59,-21824.062
690,0.011924808,-25496.297,-16838.338,-13952.176,-12858.736,-25496.297
691,0.011926438,-23456.766,-23456.766,-23456.766,-23456.766,-26672.078
692,0.011928059,-20163.152,-20163.152,-20163.152,-20163.152,-20039.938
693,0.011929681,-17076.07,-17170.139,-16557.447,-12724.725,-17076.07
694,0.011931308,-15272.528,-15272.528,-15272.528,-15272.528,-13015.922
695,0.011932832,-14330.549,-14330.549,-14330.549,-14330.549,-15878.43
696,0.011934307,-13407.883,-17053.598,-8569.195,-9445.754,-13407.883
697,0.011935777,-11874.943,-11874.943,-11874.943,-11874.943,-14521.491
698,0.011937273,-9315.809,-9315.809,-9315.809,-9315.809,-8397.648
699,0.011938793,-5359.9844,-13428.112,-8745.466,-5297.073,-5359.9844
700,0.011940348,94.46692,94.46692,94.46692,94.46692,-3182.1565
701,0.01194192,5631.4136,5631.4136,5631.4136,5631.4136,1678.8511
702,0.011943515,9426.647,5503.3096,3576.2954,3978.5273,9426.647
703,0.011945109,9891.973,9891.973,9891.973,9891.973,6777.976
704,0.01194668,7111.948,7111.948,7111.948,7111.948,6784.062
705,0.011948277,1385.82,8452.448,5978.7085,4779.608,1385.82
706,0.011949913,-6825.4756,-6825.4756,-6825.4756,-6825.4756,-5232.4453
707,0.011951486,-15312,-15312,-15312,-15312,-10972.039
708,0.01195298,-22228.46,-13954.425,-9282.513,-3815.559,-22228.46
709,0.011954441,-26615.746,-26615.746,-26615.746,-26615.746,-27373.764
710,0.011955916,-28318.258,-28318.258,-28318.258,-28318.258,-28601.648
711,0.011957447,-27073.977,-18299.627,-18677.318,-19149.928,-27073.977
712,0.011958987,-22931.666,-22931.666,-22931.666,-22931.666,-22752.031
713,0.011960549,-17301.38,-17301.38,-17301.38,-17301.38,-21122.477
714,0.011962081,-12201.07,-18018.004,-11340.078,-16682.338,-12201.07
715,0.011963623,-8754.146,-8754.146,-8754.146,-8754.146,-8315.6875
716,0.011965208,-5962.045,-5962.045,-5962.045,-5962.045,-4353.258
717,0.011966828,-2202.0552,-4321.653,-449.86078,-6490.546,-2202.0552
718,0.011968456,3439.8354,3439.8354,3439.8354,3439.8354,-3298.2036
719,0.011970079,8640.187,8640.187,8640.187,8640.187,4627.195
720,0.0119717,10332.4375,8345.662,7294.7915,3517.3186,10332.4375
721,0.011973287,6776.0957,6776.0957,6776.0957,6776.0957,8194.882
722,0.01197477,1220.7225,1220.7225,1220.7225,1220.7225,1445.2104
723,0.011976204,-3125.9924,-854.6358,438.13617,4450.4214,-3125.9924
724,0.0119777,-4189.516,-4189.516,-4189.516,-4189.516,327.44492
725,0.011979228,-2199.1326,-2199.1326,-2199.1326,-2199.1326,1969.5776
726,0.011980719,1438.2339,-3243.31,-4425.78,5012.4727,1438.2339
727,0.011982216,5523.0117,5523.0117,5523.0117,5523.0117,2408.9604
728,0.011983716,8970.917,8970.917,8970.917,8970.917,4191.976
729,0.011985226,10735.968,7615.2754,9154.991,5831.7656,10735.968
730,0.011986753,10166.086,10166.086,10166.086,10166.086,6949.195
731,0.011988287,8462.837,8462.837,8462.837,8462.837,8241.101
732,0.011989861,7350.8433,8711.786,7865.0015,5738.679,7350.8433
733,0.011991459,8104.2983,8104.2983,8104.2983,8104.2983,7661.468
734,0.011993058,9287.038,9287.038,9287.038,9287.038,5638.1245
735,0.011994591,8831.78,8568.64,8446.024,9129.016,8831.78
736,0.011996089,5708.3657,5708.3657,5708.3657,5708.3657,-120.49257
737,0.011997593,1486.8606,1486.8606,1486.8606,1486.8606,1447.3589
738,0.011999154,-1620.6644,1169.9282,4146.9043,4162.413,-1620.6644
739,0.0120007,-1685.8055,-1685.8055,-1685.8055,-1685.8055,-4758.235
740,0.012002193,12.813164,12.813164,12.813164,12.813164,95.327736
741,0.012003684,1714.4839,-1116.4839,-978.41406,-1187.602,1714.4839
742,0.01200521,2096.075,2096.075,2096.075,2096.075,461.8043
743,0.01200675,1321.5498,1321.5498,1321.5498,1321.5498,273.9293
744,0.012008301,17.444927,1571.5629,-329.39694,509.7182,17.444927
745,0.012009891,-1211.3053,-1211.3053,-1211.3053,-1211.3053,-1493.3832
746,0.012011518,-1806.3225,-1806.3225,-1806.3225,-1806.3225,-4078.1877
747,0.012013112,-1231.7426,-1368.1273,-1193.5303,-2027.9221,-1231.7426
748,0.012014693,577.3328,577.3328,577.3328,577.3328,1858.0309
749,0.012016288,2174.9492,2174.9492,2174.9492,2174.9492,210.19492
750,0.012017842,1714.5854,1715.085,-3278.2156,-6.6508737,1714.5854
751,0.012019357,-1558.8105,-1558.8105,-1558.8105,-1558.8105,1696.6558
752,0.012020857,-5336.979,-5336.979,-5336.979,-5336.979,-2721.1643
753,0.012022348,-6700.961,-5333.1895,-6096.8784,-4646.998,-6700.961
754,0.012023861,-3728.505,-3728.505,-3728.505,-3728.505,-191.79726
755,0.012025394,1429.6866,1429.6866,1429.6866,1429.6866,5964.6714
756,0.012026944,5333.8745,1957.0035,2903.9397,-568.02655,5333.8745
757,0.012028462,5404.4297,5404.4297,5404.4297,5404.4297,679.648
758,0.012029991,3112.2607,3112.2607,3112.2607,3112.2607,-983.43787
759,0.012031564,783.1871,4569.8667,5480.3213,-2047.6998,783.1871
760,0.012033144,480.6445,480.6445,480.6445,480.6445,9305.858
761,0.012034691,1884.8344,1884.8344,1884.8344,1884.8344,8989.711
762,0.012036277,4206.515,696.5069,-2915.9883,1028.4663,4206.515
763,0.012037851,6624.08,6624.08,6624.08,6624.08,7925.1475
764,0.012039374,8701.058,8701.058,8701.058,8701.058,9814.976
765,0.012040877,10234.015,7086.357,3767.4937,8930.723,10234.015
766,0.012042418,11098.867,11098.867,11098.867,11098.867,13099.038
767,0.012043973,11455.461,11455.461,11455.461,11455.461,12272.944
768,0.012045523,11601.327,9189.503,2906.5598,9668.173,11601.327
769,0.012047116,11714.215,11714.215,11714.215,11714.215,9189.882
770,0.012048744,11399.303,11399.303,11399.303,11399.303,10611.358
771,0.012050369,10106.905,9288.094,8320.563,9087.875,10106.905
772,0.012051966,7576.9443,7576.9443,7576.9443,7576.9443,8854.187
773,0.012053538,4440.9644,4440.9644,4440.9644,4440.9644,4773.023
774,0.012055102,1460.109,3211.155,3062.5754,1682.7517,1460.109
775,0.012056627,-724.72577,-724.72577,-724.72577,-724.72577,-1018.29724
776,0.012058112,-2175.3828,-2175.3828,-2175.3828,-2175.3828,-3415.305
777,0.012059585,-3100.1643,-1567.2246,-4449.5283,-2084.4749,-3100.1643
778,0.012061062,-3626.8083,-3626.8083,-3626.8083,-3626.8083,-4265.883
779,0.01206258,-3740.416,-3740.416,-3740.416,-3740.416,-4176.3833
780,0.012064181,-3343.8127,-3557.8906,-2739.3418,-5147.6187,-3343.8127
781,0.012065819,-2498.4817,-2498.4817,-2498.4817,-2498.4817,-7854.43
782,0.012067391,-1960.4406,-1960.4406,-1960.4406,-1960.4406,-4056.0317
783,0.012068935,-2481.172,-1659.7549,-1856.0085,-1128.0059,-2481.172
784,0.012070511,-4504.1284,-4504.1284,-4504.1284,-4504.1284,-3020.7112
785,0.012072095,-6971.0337,-6971.0337,-6971.0337,-6971.0337,-8880.984
786,0.012073678,-8404.0625,-6379.358,-7878.537,-6526.514,-8404.0625
787,0.012075207,-7822.114,-7822.114,-7822.114,-7822.114,-3880.18
788,0.012076708,-5976.412,-5976.412,-5976.412,-5976.412,-2412.2815
789,0.012078214,-3840.9612,-7695.657,-4217.295,-5690.974,-3840.9612
790,0.012079773,-2047.8798,-2047.8798,-2047.8798,-2047.8798,4081.9915
791,0.01208141,1.9756037,1.9756037,1.9756037,1.9756037,4034.2026
792,0.012082969,3038.9683,825.21173,2034.4648,-902.6863,3038.9683
793,0.012084493,7324.45,7324.45,7324.45,7324.45,5677.8354
794,0.012085978,10816.945,10816.945,10816.945,10816.945,9534
795,0.012087469,11193.952,8981.832,10155.781,5518.096,11193.952
796,0.012088994,6824.4624,6824.4624,6824.4624,6824.4624,7971.6475
797,0.012090556,33.332855,33.332855,33.332855,33.332855,-306.36755
798,0.012092086,-5227.758,134.70506,1991.6405,1725.5464,-5227.758
799,0.012093594,-6369.2817,-6369.2817,-6369.2817,-6369.2817,-41.35976
800,0.012095085,-4257.0156,-4257.0156,-4257.0156,-4257.0156,318.34335
801,0.012096602,-374.8363,-7389.849,-2853.2534,-2944.2024,-374.8363
802,0.012098186,3978.8394,3978.8394,3978.8394,3978.8394,-2888.7502
803,0.012099786,7657.805,7657.805,7657.805,7657.805,6786.132
804,0.012101367,9703.078,6624.9443,457.31473,4440.4204,9703.078
805,0.012102979,9599.005,9599.005,9599.005,9599.005,8354.507
806,0.012104597,8078.0654,8078.0654,8078.0654,8078.0654,7042.8667
807,0.012106217,6289.921,7975.956,3135.7075,3845.2795,6289.921
808,0.012107856,5077.1987,5077.1987,5077.1987,5077.1987,3810.9524
809,0.012109526,4053.0828,4053.0828,4053.0828,4053.0828,3910.6091
810,0.012111189,2510.484,3738.308,1795.6023,503.6897,2510.484
811,0.012112848,11.4936075,11.4936075,11.4936075,11.4936075,536.2652
812,0.012114449,-2622.729,-2622.729,-2622.729,-2622.729,42.554302
813,0.012116006,-4503.9375,-2031.7924,-2558.7847,-1228.6284,-4503.9375
814,0.012117541,-5020.0063,-5020.0063,-5020.0063,-5020.0063,-4498.188
815,0.012119053,-4189.3115,-4189.3115,-4189.3115,-4189.3115,-5075.242
816,0.01212056,-2152.1174,-5039.209,-1490.566,-2493.1191,-2152.1174
817,0.012122065,755.96783,755.96783,755.96783,755.96783,3525.7104
818,0.012123602,3369.3145,3369.3145,3369.3145,3369.3145,4281.4683
819,0.012125182,4091.5151,2942.2075,-1111.6313,5303.915,4091.5151
820,0.012126774,1693.7123,1693.7123,1693.7123,1693.7123,2449.4292
821,0.012128379,-2828.3313,-2828.3313,-2828.3313,-2828.3313,-1546.7971
822,0.012129921,-7643.5005,-2297.2998,-8498.051,-570.3343,-7643.5005
823,0.012131475,-11682.762,-11682.762,-11682.762,-11682.762,-9587.219
824,0.012133076,-14557.905,-14557.905,-14557.905,-14557.905,-12159.234
825,0.012134634,-15896.844,-13181.289,-15268.416,-8300.102,-15896.844
826,0.012136146,-15804.809,-15804.809,-15804.809,-15804.809,-16729.492
827,0.01213762,-15063.409,-15063.409,-15063.409,-15063.409,-16769.5
828,0.012139106,-14496.469,-12811.325,-15493.559,-9817.43,-14496.469
829,0.012140643,-14669.465,-14669.465,-14669.465,-14669.465,-8215.117
830,0.012142251,-14957.148,-14957.148,-14957.148,-14957.148,-10225.117
831,0.012143902,-14219.984,-12834.701,-12503.051,-9775.657,-14219.984
832,0.012145588,-11594.725,-11594.725,-11594.725,-11594.725,-8720.656
833,0.012147268,-8031.2075,-8031.2075,-8031.2075,-8031.2075,-4711.571
834,0.012148943,-4895.7734,-12299.4,-7514.0522,-5630.924,-4895.7734
835,0.012150601,-3164.8604,-3164.8604,-3164.8604,-3164.8604,-376.38318
836,0.012152248,-2284.5583,-2284.5583,-2284.5583,-2284.5583,1207.2887
837,0.012153902,-1361.3207,-1617.0477,-6590.3267,-3213.6582,-1361.3207
838,0.012155566,286.5018,286.5018,286.5018,286.5018,-2394.6565
839,0.012157262,2536.7722,2536.7722,2536.7722,2536.7722,-347.8285
840,0.012158938,4940.054,2375.5312,-3424.6548,2436.4797,4940.054
841,0.012160624,7156.3955,7156.3955,7156.3955,7156.3955,6111.687
842,0.012162323,8830.801,8830.801,8830.801,8830.801,8958.788
843,0.012163952,9585.366,7283.9907,1939.8645,6415.504,9585.366
844,0.012165539,9250.578,9250.578,9250.578,9250.578,6318.054
845,0.012167095,7764.0005,7764.0005,7764.0005,7764.0005,5866.5464
846,0.012168686,4953.648,7535.2075,8329.77,5784.262,4953.648
847,0.012170251,1088.656,1088.656,1088.656,1088.656,4432.7417
848,0.012171801,-2563.5781,-2563.5781,-2563.5781,-2563.5781,-1656.9926
849,0.012173345,-4529.8516,-1892.231,437.1924,-1135.9818,-4529.8516
850,0.012174873,-3885.3457,-3885.3457,-3885.3457,-3885.3457,-4959.883
851,0.012176404,-1779.1476,-1779.1476,-1779.1476,-1779.1476,-7006.422
852,0.012177964,169.75743,-3555.6794,-3876.6428,-1226.7932,169.75743
853,0.012179517,593.43524,593.43524,593.43524,593.43524,9594.655
854,0.012181053,-221.75484,-221.75484,-221.75484,-221.75484,5107.5386
855,0.012182595,-1631.0941,772.6294,-86.215576,-67.15869,-1631.0941
856,0.012184142,-2973.859,-2973.859,-2973.859,-2973.859,-685.4457
857,0.012185734,-3496.3936,-3496.3936,-3496.3936,-3496.3936,34.905865
858,0.012187349,-2289.0396,-3186.7043,-2617.9465,-3887.5347,-2289.0396
859,0.012188985,1194.8086,1194.8086,1194.8086,1194.8086,1093.0934
860,0.012190617,5798.553,5798.553,5798.553,5798.553,8120.124
861,0.01219226,10010.585,4605.685,1963.9843,4248.501,10010.585
862,0.012193902,12537.366,12537.366,12537.366,12537.366,5131.046
863,0.012195486,13349.741,13349.741,13349.741,13349.741,9499.796
864,0.012197037,12842.53,10331.235,10800.02,8935.066,12842.53
865,0.012198606,11232.634,11232.634,11232.634,11232.634,5752.4683
866,0.01220018,8617.364,8617.364,8617.364,8617.364,11438.022
867,0.012201786,5001.484,9693.738,6117.9106,5403.843,5001.484
868,0.012203346,747.6218,747.6218,747.6218,747.6218,-270.96915
869,0.01220485,-3536.945,-3536.945,-3536.945,-3536.945,-6259.1797
870,0.012206329,-7367.1016,-2656.0972,4147.9243,-353.90582,-7367.1016
871,0.012207861,-10220.912,-10220.912,-10220.912,-10220.912,-6727.852
872,0.012209433,-10655.344,-10655.344,-10655.344,-10655.344,-6829.8125
873,0.012210968,-7211.039,-10919.512,-8803.633,-9194,-7211.039
874,0.012212456,191.47293,191.47293,191.47293,191.47293,-4365.4536
875,0.012213924,8168.6265,8168.6265,8168.6265,8168.6265,6927.1943
876,0.012215395,12716.398,7725.7827,4555.7427,3501.055,12716.398
877,0.012216889,10901.522,10901.522,10901.522,10901.522,3261.2417
878,0.012218417,4760.1235,4760.1235,4760.1235,4760.1235,-4339.8833
879,0.012219929,-1809.0629,10342.865,5327.7227,6334.825,-1809.0629
880,0.012221464,-5918.1753,-5918.1753,-5918.1753,-5918.1753,2717.937
881,0.01222304,-7621.253,-7621.253,-7621.253,-7621.253,-5244.578
882,0.012224659,-7791.0938,-8698.08,-6745.8984,-6997.083,-7791.0938
883,0.012226276,-7380.688,-7380.688,-7380.688,-7380.688,-3577.5474
884,0.012227888,-7066.135,-7066.135,-7066.135,-7066.135,-2633.9768
885,0.012229501,-7428.813,-7207.2,-7896.088,-5141.264,-7428.813
886,0.012231115,-8809.625,-8809.625,-8809.625,-8809.625,-6986.086
887,0.012232765,-10611.312,-10611.312,-10611.312,-10611.312,-10873.078
888,0.01223443,-11882.367,-9293.228,-8150.7236,-8647.33,-11882.367
889,0.012236089,-11764.38,-11764.38,-11764.38,-11764.38,-194.87538
890,0.012237762,-9869.2,-9869.2,-9869.2,-9869.2,1312.7887
891,0.01223943,-5945.985,-10272.698,-10227.816,-6946.2705,-5945.985
892,0.012241101,-94.64432,-94.64432,-94.64432,-94.64432,-8386.906
893,0.012242777,6085.695,6085.695,6085.695,6085.695,-2206.1643
894,0.012244436,10546.772,5740.1743,-1733.2103,1235.6305,10546.772
895,0.012246083,12092.911,12092.911,12092.911,12092.911,6058.702
896,0.012247729,12218.93,12218.93,12218.93,12218.93,1585.7183
897,0.012249383,13057.304,10001.296,6671.429,9259.038,13057.304
898,0.012251023,15920.586,15920.586,15920.586,15920.586,8378.695
899,0.012252629,18919.29,18919.29,18919.29,18919.29,6971.226
900,0.012254209,19642.021,12225.631,14286.862,11657.101,19642.021
901,0.012255811,16574.3,16574.3,16574.3,16574.3,15406.562
902,0.012257437,11568.034,11568.034,11568.034,11568.034,9524.398
903,0.012259042,7640.5386,12450.401,8666.619,8619.147,7640.5386
904,0.012260591,6766.3496,6766.3496,6766.3496,6766.3496,9139.555
905,0.012262128,7699.2046,7699.2046,7699.2046,7699.2046,9093.757
906,0.01226365,8665.921,11207.554,9078.245,6062.166,8665.921
907,0.012265181,8285.6875,8285.6875,8285.6875,8285.6875,8683.241
908,0.012266787,6340.5176,6340.5176,6340.5176,6340.5176,7003.3276
909,0.012268445,2960.398,6055.4365,3582.1675,5906.821,2960.398
910,0.012270077,-1269.8485,-1269.8485,-1269.8485,-1269.8485,638.5934
911,0.012271681,-5216.694,-5216.694,-5216.694,-5216.694,-2013.0863
912,0.012273245,-7694.7036,-5764.326,-4808.197,-2464.0364,-7694.7036
913,0.012274754,-8122.121,-8122.121,-8122.121,-8122.121,-7386.1562
914,0.012276259,-7530.588,-7530.588,-7530.588,-7530.588,-4512.453
915,0.0122778,-7218.078,-8314.143,-8593.432,-3537.3962,-7218.078
916,0.01227935,-8140.623,-8140.623,-8140.623,-8140.623,-10063.125
917,0.012280859,-9434.9375,-9434.9375,-9434.9375,-9434.9375,-9609.984
918,0.012282338,-9927.609,-8267.859,-8037.249,-7924.6626,-9927.609
919,0.01228382,-8771.697,-8771.697,-8771.697,-8771.697,-6041.3906
920,0.012285322,-6049.1147,-6049.1147,-6049.1147,-6049.1147,-4158.563
921,0.012286835,-2126.7112,-7799.4443,-5009.971,-4232.7573,-2126.7112
922,0.012288358,2448.3206,2448.3206,2448.3206,2448.3206,-1484.758
923,0.012289911,6498.0454,6498.0454,6498.0454,6498.0454,2133.851
924,0.012291458,8470.687,5900.459,-48.631348,3994.7368,8470.687
925,0.01229309,7260.616,7260.616,7260.616,7260.616,6430.062
926,0.01229474,3629.2107,3629.2107,3629.2107,3629.2107,2644.4292
927,0.012296384,-834.81287,4232.1455,2119.9316,5596.623,-834.81287
928,0.012298012,-4788.3076,-4788.3076,-4788.3076,-4788.3076,-4043.3909
929,0.012299621,-7906.9194,-7906.9194,-7906.9194,-7906.9194,-6157.7266
930,0.012301198,-10110.891,-8788.924,-2212.9216,-5236.96,-10110.891
931,0.012302763,-11318.99,-11318.99,-11318.99,-11318.99,-10784.867
932,0.012304353,-11168.467,-11168.467,-11168.467,-11168.467,-11098.914
933,0.012305973,-9129.453,-10431.429,-7974.285,-4967.5415,-9129.453
934,0.012307602,-5110.794,-5110.794,-5110.794,-5110.794,-8799.82
935,0.012309235,-743.3293,-743.3293,-743.3293,-743.3293,-1219.5394
936,0.012310869,1893.5073,-448.59607,-883.791,-3494.312,1893.5073
937,0.012312504,1367.8002,1367.8002,1367.8002,1367.8002,-1819.0316
938,0.012314145,-1166.8821,-1166.8821,-1166.8821,-1166.8821,-7047.8203
939,0.012315731,-3804.25,1167.4968,-861.722,97.29804,-3804.25
940,0.01231727,-5250.372,-5250.372,-5250.372,-5250.372,1539.7731
941,0.012318814,-5563.3193,-5563.3193,-5563.3193,-5563.3193,-756.5082
942,0.012320378,-4999.774,-5529.9146,-6486.632,-5414.66,-4999.774
943,0.012321958,-3854.9998,-3854.9998,-3854.9998,-3854.9998,-8225.234
944,0.01232354,-2595.4165,-2595.4165,-2595.4165,-2595.4165,-5991.703
945,0.012325105,-1730.0941,-2291.9106,-4745.9927,-3443.6392,-1730.0941
946,0.012326669,-1566.8038,-1566.8038,-1566.8038,-1566.8038,-946.0785
947,0.012328221,-1766.6973,-1766.6973,-1766.6973,-1766.6973,-665.48474
948,0.012329779,-1835.8597,-1543.964,-2623.9656,-2929.662,-1835.8597
949,0.012331347,-1415.2688,-1415.2688,-1415.2688,-1415.2688,-4034.016
950,0.012332936,-704.78973,-704.78973,-704.78973,-704.78973,-1929.4535
951,0.012334567,-62.844135,-538.92053,-6552.088,405.85007,-62.844135
952,0.012336237,187.26837,187.26837,187.26837,187.26837,-931.5707
953,0.01233794,80.78146,80.78146,80.78146,80.78146,533.2105
954,0.012339662,-231.62537,89.95332,-1668.2357,337.4565,-231.62537
955,0.012341358,-625.42944,-625.42944,-625.42944,-625.42944,-7478.938
956,0.012343043,-1184.346,-1184.346,-1184.346,-1184.346,-3595.2659
957,0.012344724,-2039.5316,-375.33646,-365.9491,763.50604,-2039.5316
958,0.012346397,-3209.8755,-3209.8755,-3209.8755,-3209.8755,2194.1167
959,0.012348005,-4266.0195,-4266.0195,-4266.0195,-4266.0195,-1665.0941
960,0.012349584,-4799.5786,-3847.7063,-3987.5884,-3360.4294,-4799.5786
961,0.012351135,-4527.3906,-4527.3906,-4527.3906,-4527.3906,-2969.7815
962,0.012352682,-3573.7578,-3573.7578,-3573.7578,-3573.7578,728.0074
963,0.012354238,-2135.5784,-2990.568,-981.68854,-1800.2874,-2135.5784
964,0.012355804,-513.0667,-513.0667,-513.0667,-513.0667,-1631.3207
965,0.012357337,568.1621,568.1621,568.1621,568.1621,-1693.8363
966,0.012358868,389.4293,777.6185,185.41528,-62.97754,389.4293
967,0.012360414,-1524.6608,-1524.6608,-1524.6608,-1524.6608,-555.3441
968,0.012361987,-4466.812,-4466.812,-4466.812,-4466.812,-3901.3203
969,0.012363579,-7316.5703,-4176.655,-3249.9958,-850.80963,-7316.5703
970,0.012365139,-9003.582,-9003.582,-9003.582,-9003.582,-3641.4224
971,0.012366728,-9197.589,-9197.589,-9197.589,-9197.589,-3896.8755
972,0.012368314,-7609.5474,-8890.011,-5498.12,-3520.1934,-7609.5474
973,0.012369907,-4320.703,-4320.703,-4320.703,-4320.703,-4187.235
974,0.012371492,-840.9429,-840.9429,-840.9429,-840.9429,-2267.3127
975,0.012373052,1021.78864,-564.4548,2249.1848,693.27747,1021.78864
976,0.012374623,201.6393,201.6393,201.6393,201.6393,839.0777
977,0.012376213,-1960.0524,-1960.0524,-1960.0524,-1960.0524,1489.4683
978,0.012377777,-3371.2424,60.933395,-1061.9686,-598.3425,-3371.2424
979,0.012379356,-2654.9043,-2654.9043,-2654.9043,-2654.9043,-2436.0552
980,0.012380945,-811.1649,-811.1649,-811.1649,-811.1649,-1363.6332
981,0.012382545,485.8902,500.73288,2202.1426,-1629.8926,485.8902
982,0.01238417,-68.51664,-68.51664,-68.51664,-68.51664,-1715.7972
983,0.01238581,-2004.6855,-2004.6855,-2004.6855,-2004.6855,-2827.883
984,0.012387454,-4321.6333,-1155.849,552.495,156.33313,-4321.6333
985,0.012389121,-6106.437,-6106.437,-6106.437,-6106.437,-6556.4927
986,0.012390763,-6739.2383,-6739.2383,-6739.2383,-6739.2383,-5200.914
987,0.012392361,-5830.5474,-6533.173,-10446.365,-1581.5139,-5830.5474
988,0.01239395,-3264.6482,-3264.6482,-3264.6482,-3264.6482,-953.30505
989,0.012395544,77.078606,77.078606,77.078606,77.078606,-825.5082
990,0.01239711,2979.8823,725.19867,-2884.0457,801.3369,2979.8823
991,0.012398646,4542.5117,4542.5117,4542.5117,4542.5117,2054.656
992,0.012400209,4551.5073,4551.5073,4551.5073,4551.5073,3376.4683
993,0.012401791,2823.2964,3853.7612,678.25824,4155.737,2823.2964
994,0.012403378,-526.2328,-526.2328,-526.2328,-526.2328,-2933.68
995,0.012404989,-4384.957,-4384.957,-4384.957,-4384.957,-5757.1797
996,0.012406586,-7212.399,-4672.814,-5707.728,-1726.327,-7212.399
997,0.012408179,-7934.9365,-7934.9365,-7934.9365,-7934.9365,691.0621
998,0.012409797,-6774.7314,-6774.7314,-6774.7314,-6774.7314,132.96054
999,0.012411439,-4265.125,-8102.7666,-3986.136,-6731.1562,-4265.125
1000,0.012413098,-1094.345,-1094.345,-1094.345,-1094.345,-5485.0864
1001,0.012414752,1630.5151,1630.5151,1630.5151,1630.5151,-3540.172
1002,0.012416407,2762.8354,2020.4081,-2675.4429,-1238.2661,2762.8354
1003,0.012418078,1510.7108,1510.7108,1510.7108,1510.7108,1074.1637
1004,0.012419748,-1333.1289,-1333.1289,-1333.1289,-1333.1289,-4939.985
1005,0.012421392,-4511.8833,967.3409,-3026.447,-5322.638,-4511.8833
1006,0.012423027,-6951.2173,-6951.2173,-6951.2173,-6951.2173,-2011.7893
1007,0.012424659,-7801.244,-7801.244,-7801.244,-7801.244,-2510.641
1008,0.012426298,-6244.727,-7970.7754,-5883.673,-6828.124,-6244.727
1009,0.012427888,-2247.1724,-2247.1724,-2247.1724,-2247.1724,8687.219
1010,0.012429462,1936.4689,1936.4689,1936.4689,1936.4689,10849.117
1011,0.012431023,3600.8748,2235.7603,-1234.4358,1965.4601,3600.8748
1012,0.012432591,1034.9738,1034.9738,1034.9738,1034.9738,-2142.727
1013,0.012434166,-3732.597,-3732.597,-3732.597,-3732.597,-2843.9924
1014,0.012435717,-7601.4067,-6522.488,-975.9148,-3208.4106,-7601.4067
1015,0.012437217,-8519.328,-8519.328,-8519.328,-8519.328,-10347.273
1016,0.012438691,-7621.8125,-7621.8125,-7621.8125,-7621.8125,-12739.406
1017,0.012440189,-6530.8203,-8803.364,-5447.2725,-4502.5215,-6530.8203
1018,0.012441728,-6451.633,-6451.633,-6451.633,-6451.633,-5740.008
1019,0.012443298,-6645.267,-6645.267,-6645.267,-6645.267,-11945.508
1020,0.01244489,-5730.774,-7406.3057,-5109.6255,-1893.0131,-5730.774
1021,0.012446462,-2763.4978,-2763.4978,-2763.4978,-2763.4978,1865.437
