,time,spline,prediction probe,prediction one case,prediction all case,target
0,0.010825082,-8844.577,-8844.577,-8844.577,-8844.577,-8844.577
1,0.010826685,-10107.537,-10107.537,-10107.537,-10107.537,-12430.922
2,0.010828277,-9462.094,-9462.094,-9462.094,-9462.094,-11317.952
3,0.010829888,-7560.077,-7560.077,-7560.077,-7560.077,-7560.077
4,0.010831531,-5035.018,-5035.018,-5035.018,-5035.018,-3802.1084
5,0.010833169,-2648.483,-2648.483,-2648.483,-2648.483,-510.48328
6,0.010834764,-1137.9208,-1113.1191,512.19257,393.4624,-1137.9208
7,0.010836334,-795.64996,-795.64996,-795.64996,-795.64996,-742.7958
8,0.010837867,-770.9435,-770.9435,-770.9435,-770.9435,-648.2333
9,0.010839376,-27.17857,694.13794,615.16626,297.365,-27.17857
10,0.010840896,2024.7307,2024.7307,2024.7307,2024.7307,3249.72
11,0.010842462,4305.4346,4305.4346,4305.4346,4305.4346,5289.0093
12,0.010844035,5063.0713,5618.06,360.57278,509.78735,5063.0713
13,0.010845604,3203.4695,3203.4695,3203.4695,3203.4695,4636.947
14,0.010847193,149.50768,149.50768,149.50768,149.50768,1395.2667
15,0.010848776,-1918.0223,6479.6743,212.75871,1149.806,-1918.0223
16,0.010850368,-1485.5707,-1485.5707,-1485.5707,-1485.5707,-253.48328
17,0.010851933,406.76785,406.76785,406.76785,406.76785,713.68866
18,0.010853428,2112.5872,5562.2207,-40.934772,1868.683,2112.5872
19,0.010854891,2713.9788,2713.9788,2713.9788,2713.9788,4543.673
20,0.010856386,2826.5757,2826.5757,2826.5757,2826.5757,3455.5637
21,0.010857959,3492.0403,4617.648,11.803906,1117.8035,3492.0403
22,0.010859532,5481.2764,5481.2764,5481.2764,5481.2764,3317.806
23,0.010861128,8064.181,8064.181,8064.181,8064.181,7107.1187
24,0.010862754,10040.438,8800.803,81.85362,284.59723,10040.438
25,0.010864398,10464.42,10464.42,10464.42,10464.42,5872.423
26,0.010865998,9957.039,9957.039,9957.039,9957.039,5408.111
27,0.010867607,9490.806,10288.14,529.2152,-555.7009,9490.806
28,0.010869246,9756.41,9756.41,9756.41,9756.41,10121.072
29,0.010870907,10319.3,10319.3,10319.3,10319.3,6283.15
30,0.010872588,10400.376,12503.163,504.06216,-476.0997,10400.376
31,0.010874285,9307.465,9307.465,9307.465,9307.465,11754.423
32,0.010875857,7124.997,7124.997,7124.997,7124.997,6605.7666
33,0.010877375,3954.134,11637.311,384.4949,-424.9919,3954.134
34,0.010878912,-173.91037,-173.91037,-173.91037,-173.91037,272.25113
35,0.010880472,-4571.0967,-4571.0967,-4571.0967,-4571.0967,-3322.3975
36,0.010882076,-8368.858,6543.111,134.28096,-1475.6926,-8368.858
37,0.010883656,-10586.712,-10586.712,-10586.712,-10586.712,-7808.9443
38,0.010885213,-11040.487,-11040.487,-11040.487,-11040.487,-8034.2803
39,0.010886778,-9647.836,991.9022,20.157156,-2052.613,-9647.836
40,0.01088832,-6596.308,-6596.308,-6596.308,-6596.308,-8912.147
41,0.010889848,-3032.1938,-3032.1938,-3032.1938,-3032.1938,-4052.0066
42,0.010891397,-239.89732,-1666.5948,-135.20906,-1904.971,-239.89732
43,0.010892965,671.3073,671.3073,671.3073,671.3073,1539.0403
44,0.01089458,-128.01495,-128.01495,-128.01495,-128.01495,-1983.3271
45,0.010896204,-2060.9287,345.5951,-133.06299,-1089.7917,-2060.9287
46,0.010897866,-4598.1943,-4598.1943,-4598.1943,-4598.1943,-2749.7646
47,0.010899518,-7351.2983,-7351.2983,-7351.2983,-7351.2983,-5603.0615
48,0.010901147,-10038.952,1334.801,446.09845,-1051.1278,-10038.952
49,0.010902746,-12393.904,-12393.904,-12393.904,-12393.904,-9403.694
50,0.010904307,-14119.429,-14119.429,-14119.429,-14119.429,-9836.515
51,0.010905877,-14969.71,-2626.452,364.29184,-952.2989,-14969.71
52,0.010907435,-14801.488,-14801.488,-14801.488,-14801.488,-15150.577
53,0.010908995,-14187.605,-14187.605,-14187.605,-14187.605,-17800.875
54,0.010910581,-13869.132,-6054.6143,407.2768,-1245.5879,-13869.132
55,0.010912158,-14345.812,-14345.812,-14345.812,-14345.812,-17553.85
56,0.010913717,-14985.713,-14985.713,-14985.713,-14985.713,-17668.248
57,0.010915249,-14931.304,-7546.5527,430.09164,-968.3552,-14931.304
58,0.010916796,-13607.969,-13607.969,-13607.969,-13607.969,-13331.109
59,0.01091838,-11430.985,-11430.985,-11430.985,-11430.985,-5328.4053
60,0.010919941,-9238.077,-6593.6006,557.3047,-1391.5278,-9238.077
61,0.010921494,-7605.5776,-7605.5776,-7605.5776,-7605.5776,-8098.8584
62,0.010923087,-6446.254,-6446.254,-6446.254,-6446.254,-8994.905
63,0.010924713,-5566.9443,-4663.9116,510.9146,-1546.5741,-5566.9443
64,0.010926324,-4815.2524,-4815.2524,-4815.2524,-4815.2524,-8331.452
65,0.01092791,-4217.977,-4217.977,-4217.977,-4217.977,-4892.624
66,0.01092945,-3846.9368,-1339.6538,444.6421,-524.25055,-3846.9368
67,0.010931001,-3745.7808,-3745.7808,-3745.7808,-3745.7808,-598.7958
68,0.010932575,-3957.2012,-3957.2012,-3957.2012,-3957.2012,-3444.8896
69,0.010934178,-4525.7256,423.0286,248.3359,-253.44664,-4525.7256
70,0.010935804,-5378.866,-5378.866,-5378.866,-5378.866,-2988.616
71,0.010937447,-5958.1846,-5958.1846,-5958.1846,-5958.1846,-7274.343
72,0.010939008,-5615.7803,256.13528,315.76016,-941.4401,-5615.7803
73,0.010940562,-4146.81,-4146.81,-4146.81,-4146.81,-5500.374
74,0.010942139,-2631.2495,-2631.2495,-2631.2495,-2631.2495,-2871.1865
75,0.010943666,-2542.5693,675.49493,317.46976,-1795.5797,-2542.5693
76,0.010945121,-4430.536,-4430.536,-4430.536,-4430.536,-4844.3506
77,0.010946538,-6645.3696,-6645.3696,-6645.3696,-6645.3696,-5944.46
78,0.010947971,-7260.7803,415.98993,241.1325,-2296.9946,-7260.7803
79,0.010949466,-4787.5366,-4787.5366,-4787.5366,-4787.5366,-762.33484
80,0.010951056,-577.3597,-577.3597,-577.3597,-577.3597,6520.501
81,0.010952668,2371.2747,894.61615,130.04622,-2092.5754,2371.2747
82,0.01095426,1818.0345,1818.0345,1818.0345,1818.0345,-1145.6161
83,0.01095586,-945.6485,-945.6485,-945.6485,-945.6485,-5559.7725
84,0.010957476,-3812.8506,2027.4534,5.7740483,-990.0587,-3812.8506
85,0.010959071,-5120.7886,-5120.7886,-5120.7886,-5120.7886,-4838.616
86,0.010960685,-5518.0024,-5518.0024,-5518.0024,-5518.0024,-5250.257
87,0.010962352,-6206.3584,2795.535,-321.3565,-383.6366,-6206.3584
88,0.01096405,-8046.829,-8046.829,-8046.829,-8046.829,-10232.4375
89,0.010965757,-9967.768,-9967.768,-9967.768,-9967.768,-13331.89
90,0.01096749,-10359.249,-1499.9003,-275.77014,-747.73047,-10359.249
91,0.010969181,-8254.214,-8254.214,-8254.214,-8254.214,-5434.3193
92,0.01097081,-5292.234,-5292.234,-5292.234,-5292.234,-6402.6787
93,0.010972418,-3333.8743,-2248.279,-276.4491,-719.90173,-3333.8743
94,0.010974019,-3536.0796,-3536.0796,-3536.0796,-3536.0796,401.173
95,0.010975596,-4624.681,-4624.681,-4624.681,-4624.681,-1086.413
96,0.010977127,-4837.249,-1485.1743,-75.09817,-426.8795,-4837.249
97,0.010978641,-3084.1306,-3084.1306,-3084.1306,-3084.1306,-2113.1787
98,0.010980203,-7.7836385,-7.7836385,-7.7836385,-7.7836385,-1873.7098
99,0.010981796,3109.923,2170.4902,125.79222,-87.6983,3109.923
100,0.010983334,5017.088,5017.088,5017.088,5017.088,2571.556
101,0.010984863,5637.5938,5637.5938,5637.5938,5637.5938,-210.85828
102,0.010986408,4992.8213,4405.426,116.73855,912.11383,4992.8213
103,0.010987985,3259.0688,3259.0688,3259.0688,3259.0688,3775.4934
104,0.010989533,1589.5819,1589.5819,1589.5819,1589.5819,3017.681
105,0.010990995,1202.4933,7511.8887,63.21393,1727.8872,1202.4933
106,0.010992446,2668.2568,2668.2568,2668.2568,2668.2568,735.86053
107,0.010993908,5169.0664,5169.0664,5169.0664,5169.0664,4388.7437
108,0.010995394,7497.0796,7124.5938,-173.31363,2806.0916,7497.0796
109,0.01099693,8570.993,8570.993,8570.993,8570.993,1845.3372
110,0.010998552,8123.7354,8123.7354,8123.7354,8123.7354,-2820.835
111,0.011000226,6138.5947,8574.169,-86.98574,2801.305,6138.5947
112,0.011001917,2956.341,2956.341,2956.341,2956.341,8790.002
113,0.011003523,-64.03341,-64.03341,-64.03341,-64.03341,421.82928
114,0.011005021,-1793.5145,7953.131,-48.28551,2296.4275,-1793.5145
115,0.011006511,-1775.727,-1775.727,-1775.727,-1775.727,2914.1965
116,0.011008014,-542.4768,-542.4768,-542.4768,-542.4768,4449.111
117,0.011009528,1070.673,6078.61,-61.73497,2107.3296,1070.673
118,0.011011057,2344.4143,2344.4143,2344.4143,2344.4143,-4377.624
119,0.011012643,3152.4912,3152.4912,3152.4912,3152.4912,1835.384
120,0.01101426,3464.314,4812.9043,-53.325077,1971.5697,3464.314
121,0.011015896,3259.5098,3259.5098,3259.5098,3259.5098,-1216.9598
122,0.011017524,2457.93,2457.93,2457.93,2457.93,-4312.382
123,0.011019046,1081.5168,6331.186,148.62668,1784.4899,1081.5168
124,0.011020548,-799.5264,-799.5264,-799.5264,-799.5264,-2935.585
125,0.011022026,-2494.736,-2494.736,-2494.736,-2494.736,-4798.5303
126,0.011023466,-3235.2566,4610.319,264.18353,2111.2275,-3235.2566
127,0.011024907,-2517.603,-2517.603,-2517.603,-2517.603,-2857.546
128,0.01102639,-452.56543,-452.56543,-452.56543,-452.56543,4156.4624
129,0.011027906,2633.673,3300.5496,104.521866,1950.7267,2633.673
130,0.011029432,6170.5693,6170.5693,6170.5693,6170.5693,-2303.6865
131,0.011030952,9027.941,9027.941,9027.941,9027.941,1761.2512
132,0.01103243,10005.97,6607.917,193.16574,873.4107,10005.97
133,0.011033887,8588.246,8588.246,8588.246,8588.246,11908.119
134,0.011035307,6098.3696,6098.3696,6098.3696,6098.3696,11172.861
135,0.011036702,4115.4077,9792.813,257.6513,-342.35052,4115.4077
136,0.011038093,3710.5664,3710.5664,3710.5664,3710.5664,6363.5405
137,0.011039498,4512.1777,4512.1777,4512.1777,4512.1777,10352.993
138,0.011040933,5790.673,10220.233,220.92648,540.998,5790.673
139,0.011042414,6832.145,6832.145,6832.145,6832.145,2259.7903
140,0.011043963,7174.811,7174.811,7174.811,7174.811,5736.2905
141,0.011045564,6340.8765,9189.262,269.09836,1606.7878,6340.8765
142,0.011047163,4129.825,4129.825,4129.825,4129.825,3012.0247
143,0.011048759,1285.3177,1285.3177,1285.3177,1285.3177,-3285.6553
144,0.011050354,-1232.4677,8018.1094,422.10452,2109.8926,-1232.4677
145,0.011051944,-2624.682,-2624.682,-2624.682,-2624.682,2304.6418
146,0.011053544,-2747.838,-2747.838,-2747.838,-2747.838,1611.087
147,0.011055121,-1625.9677,5703.5703,280.99924,2079.9006,-1625.9677
148,0.011056711,705.08496,705.08496,705.08496,705.08496,-249.51451
149,0.011058349,4151.0854,4151.0854,4151.0854,4151.0854,5359.2905
150,0.011060008,8453.376,4776.7563,263.6708,1624.8947,8453.376
151,0.011061653,13039.737,13039.737,13039.737,13039.737,8022.15
152,0.011063281,16565.01,16565.01,16565.01,16565.01,10762.571
153,0.011064906,17556.994,10340.259,280.76306,1993.9618,17556.994
154,0.011066549,15138.249,15138.249,15138.249,15138.249,13468.299
155,0.011068204,11135.566,11135.566,11135.566,11135.566,9900.478
156,0.011069871,8172.6343,14198.843,190.54211,1410.3538,8172.6343
157,0.011071533,8142.8965,8142.8965,8142.8965,8142.8965,5717.064
158,0.011073198,9654.211,9654.211,9654.211,9654.211,8104.3843
159,0.011074881,10502.696,14099.475,129.36208,859.4042,10502.696
160,0.011076569,8919.361,8919.361,8919.361,8919.361,7386.7593
161,0.011078216,5370.2134,5370.2134,5370.2134,5370.2134,4968.79
162,0.011079863,681.12616,11018.42,92.50583,1168.9688,681.12616
163,0.011081474,-4163.0454,-4163.0454,-4163.0454,-4163.0454,-4470.749
164,0.011083091,-8261.5,-8261.5,-8261.5,-8261.5,-9621.562
165,0.01108472,-10539.569,4811.5933,125.3017,1193.0316,-10539.569
166,0.011086328,-10341.64,-10341.64,-10341.64,-10341.64,-10047.405
167,0.011087979,-8795.6045,-8795.6045,-8795.6045,-8795.6045,-9818.007
168,0.011089671,-7553.9443,-28.647333,38.50328,846.56665,-7553.9443
169,0.011091383,-8027.3237,-8027.3237,-8027.3237,-8027.3237,-10782.929
170,0.011093103,-9787.145,-9787.145,-9787.145,-9787.145,-13352.155
171,0.011094841,-11915.655,-3193.3037,110.49952,382.79587,-11915.655
172,0.011096556,-13525.02,-13525.02,-13525.02,-13525.02,-12164.757
173,0.011098246,-14246.145,-14246.145,-14246.145,-14246.145,-13119.977
174,0.01109992,-13843.296,-4798.732,120.855934,278.54666,-13843.296
175,0.011101625,-12144.515,-12144.515,-12144.515,-12144.515,-8855.851
176,0.011103378,-9436.94,-9436.94,-9436.94,-9436.94,-5449.6475
177,0.011105164,-6238.5615,-5518.384,135.34344,203.21605,-6238.5615
178,0.011106949,-3157.2612,-3157.2612,-3157.2612,-3157.2612,-4965.7256
179,0.011108706,-718.08374,-718.08374,-718.08374,-718.08374,-3487.6162
180,0.011110432,660.4386,-1993.0088,173.53056,439.27414,660.4386
181,0.011112066,835.75665,835.75665,835.75665,835.75665,4910.3213
182,0.011113624,525.98615,525.98615,525.98615,525.98615,6079.0405
183,0.011115171,448.31366,1883.197,405.19885,1259.9901,448.31366
184,0.011116751,1114.6962,1114.6962,1114.6962,1114.6962,-5725.6553
185,0.011118359,2307.3938,2307.3938,2307.3938,2307.3938,-2196.9912
186,0.011119986,3571.3843,5536.495,182.80229,1267.9674,3571.3843
187,0.011121624,4446.524,4446.524,4446.524,4446.524,3076.72
188,0.011123247,4581.3823,4581.3823,4581.3823,4581.3823,4125.1577
189,0.011124858,3689.4778,6505.7383,113.884285,49.847973,3689.4778
190,0.011126518,1610.7981,1610.7981,1610.7981,1610.7981,4484.759
191,0.011128219,-887.59143,-887.59143,-887.59143,-887.59143,-881.99896
192,0.011129905,-2637.5222,5856.6084,111.570145,-214.71495,-2637.5222
193,0.011131594,-2871.0562,-2871.0562,-2871.0562,-2871.0562,129.38393
194,0.011133277,-2012.2297,-2012.2297,-2012.2297,-2012.2297,2364.4465
195,0.011134981,-770.6708,4525.611,-16.448097,-757.8194,-770.6708
196,0.011136701,248.45224,248.45224,248.45224,248.45224,5136.689
197,0.011138378,969.27277,969.27277,969.27277,969.27277,6414.243
198,0.011140011,1496.845,3418.8108,-94.01626,-805.02783,1496.845
199,0.01114162,1916.2152,1916.2152,1916.2152,1916.2152,-2224.749
200,0.01114323,2254.1846,2254.1846,2254.1846,2254.1846,-1044.4286
201,0.011144829,2514.7747,4924.0947,139.58041,-309.77393,2514.7747
202,0.011146422,2669.16,2669.16,2669.16,2669.16,445.8605
203,0.011147977,2549.3787,2549.3787,2549.3787,2549.3787,-711.1317
204,0.01114951,1974.5792,6199.449,122.19681,-241.90265,1974.5792
205,0.01115106,858.1138,858.1138,858.1138,858.1138,3417.7747
206,0.011152641,-411.3849,-411.3849,-411.3849,-411.3849,2976.431
207,0.011154278,-1270.6005,5273.013,251.0221,-196.8265,-1270.6005
208,0.011155981,-1258.3359,-1258.3359,-1258.3359,-1258.3359,-3747.03
209,0.011157657,-869.04584,-869.04584,-869.04584,-869.04584,-2646.6396
210,0.011159295,-848.8193,4569,395.18524,-291.75214,-848.8193
211,0.011160901,-1698.7642,-1698.7642,-1698.7642,-1698.7642,-1358.0927
212,0.011162483,-3266.8015,-3266.8015,-3266.8015,-3266.8015,-3738.952
213,0.011164031,-5250.913,2536.7092,435.24634,173.00748,-5250.913
214,0.01116556,-7269.183,-7269.183,-7269.183,-7269.183,-7847.8896
215,0.011167075,-8418.446,-8418.446,-8418.446,-8418.446,-8053.0615
216,0.011168615,-7654.007,297.78177,152.75592,525.6057,-7654.007
217,0.011170194,-4253.9526,-4253.9526,-4253.9526,-4253.9526,-5228.0303
218,0.011171767,272.42953,272.42953,272.42953,272.42953,-848.70984
219,0.011173372,3970.7512,721.6551,154.7054,559.91034,3970.7512
220,0.011175027,5211.6343,5211.6343,5211.6343,5211.6343,1382.0323
221,0.011176697,4746.6504,4746.6504,4746.6504,4746.6504,38.96206
222,0.011178385,4141.829,2956.6042,161.59302,401.88022,4141.829
223,0.011180067,4622.8,4622.8,4622.8,4622.8,8275.634
224,0.011181752,5773.2344,5773.2344,5773.2344,5773.2344,7731.9463
225,0.011183444,6767.6963,8736.772,293.39215,554.23926,6767.6963
